time,packet_type,source,current_node,next_hop,dest,hop_count,routing_direction
751.0140679313793,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.014111636027,SENSOR_DATA,"[39,2]",23,"[8,5]","[0,3]",,MESH
751.0141526131547,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0142069900896,SENSOR_DATA,"[39,2]",34,"[0,3]","[0,3]",,DIRECT
751.0142372949301,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0143219767056,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.014406658481,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0144507947696,SENSOR_DATA,"[38,1]",70,"[30,2]","[21,1]",,MESH
751.0144872499967,SENSOR_DATA,"[33,2]",80,"[22,3]","[22,3]",,DIRECT
751.0144913402564,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0145400395221,SENSOR_DATA,"[38,1]",72,"[22,2]","[21,1]",,MESH
751.0145760220319,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0146607038073,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0147453855827,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0148300673582,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0149147491336,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.014999430909,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0150841126845,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0151687944599,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0152534762353,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0153381580108,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0154228397862,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0155075215616,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0155922033371,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0156768851125,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0157615668879,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0158462486634,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0159309304388,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0160156122142,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0161002939897,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0161849757651,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0162696575405,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.016354339316,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0164390210914,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0165237028668,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0166083846423,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0166930664177,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0167777481931,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0168624299686,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.016947111744,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0170317935194,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0171164752949,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0172011570703,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0172858388457,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0173705206212,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0174552023966,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.017539884172,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0176245659475,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0177092477229,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0177939294983,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0178786112738,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0179632930492,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0180479748246,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0181326566001,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0182173383755,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0183020201509,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0183867019264,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0184713837018,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0185560654772,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0186407472527,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0187254290281,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0188101108035,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.018894792579,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0189794743544,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0190641561298,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0191488379053,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0192335196807,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0193182014561,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0194028832316,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.019487565007,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0195722467824,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0196569285579,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0197416103333,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0198262921087,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0199109738842,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0199956556596,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.020080337435,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0201650192105,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0202497009859,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0203343827613,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0204190645368,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0205037463122,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0205884280876,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
751.0206731098631,SENSOR_DATA,"[8,3]",35,"[8,4]","[4,3]",,MESH
751.0207577916385,SENSOR_DATA,"[8,3]",24,"[8,254]","[4,3]",,TREE
