packet_id,packet_type,source_gui,dest_gui,created_at,received_at,delay,path
7408,TABLE_SHARE,37,,505.52350028875105,505.5235871470406,8.685828953503005e-05,37 -> 35
7409,TABLE_SHARE,37,,505.52350028875105,505.5235994174838,9.9128732756526e-05,37 -> 26
7412,TABLE_SHARE,37,,505.52350028875105,505.52360455630213,0.00010426755108028374,37 -> 48
7411,TABLE_SHARE,37,,505.52350028875105,505.5236124078076,0.00011211905655272858,37 -> 57
7410,TABLE_SHARE,37,,505.52350028875105,505.5236168607962,0.00011657204515813646,37 -> 45
7414,TABLE_SHARE,37,,505.52350028875105,505.5236282668688,0.00012797811774589718,37 -> 56
7413,TABLE_SHARE,37,,505.52350028875105,505.52364009516043,0.00013980640937916178,37 -> 39
7416,JOIN_REQUEST,4,,505.62817748447293,505.6282766642892,9.917981628859707e-05,4 -> 13
7417,NETWORK_REQUEST,13,,505.6282766642892,505.629213909173,0.0009372448838007585,13 -> 12 -> 21 -> 31 -> 42 -> 52 -> 63 -> 74 -> 65 -> 56 -> 37 -> 28
7424,TABLE_SHARE,12,,505.88544454380644,505.88547321629284,2.8672486394043517e-05,12 -> 2
7422,TABLE_SHARE,12,,505.88544454380644,505.8854962069961,5.166318965166283e-05,12 -> 11
7427,TABLE_SHARE,12,,505.88544454380644,505.8854973030435,5.275923706449248e-05,12 -> 13
7428,TABLE_SHARE,12,,505.88544454380644,505.88551575433036,7.121052391312332e-05,12 -> 3
7430,SENSOR_DATA,12,,505.88544454380644,505.88551575433036,7.121052391312332e-05,12 -> 3
7420,TABLE_SHARE,12,,505.88544454380644,505.8855225260955,7.798228904221105e-05,12 -> 22
7425,TABLE_SHARE,12,,505.88544454380644,505.8855418490591,9.730525266604673e-05,12 -> 1
7421,TABLE_SHARE,12,,505.88544454380644,505.88554188480293,9.734099648994743e-05,12 -> 21
7432,TABLE_SHARE,50,,505.88553816347746,505.88559377090814,5.560743068144802e-05,50 -> 40
7435,SENSOR_DATA,50,,505.88553816347746,505.8857534447501,0.00021528127263081842,50 -> 40 -> 31 -> 30
7439,TABLE_SHARE,26,,506.30287812946426,506.30292195473186,4.382526759627581e-05,26 -> 16
7442,TABLE_SHARE,26,,506.30287812946426,506.30293892987646,6.080041220002386e-05,26 -> 25
7437,TABLE_SHARE,26,,506.30287812946426,506.3029498485606,7.171909635417251e-05,26 -> 17
7438,TABLE_SHARE,26,,506.30287812946426,506.302951934901,7.380543672752538e-05,26 -> 27
7441,TABLE_SHARE,26,,506.30287812946426,506.30296317422165,8.504475738391193e-05,26 -> 15
7445,TABLE_SHARE,26,,506.30287812946426,506.302977258197,9.9128732756526e-05,26 -> 37
7447,SENSOR_DATA,26,,506.30287812946426,506.30321242300687,0.000334293542607611,26 -> 35 -> 54 -> 73
7453,TABLE_SHARE,63,,507.91730599287314,507.9173489734325,4.298055938534162e-05,63 -> 73
7454,TABLE_SHARE,63,,507.91730599287314,507.91735867220405,5.267933090635779e-05,63 -> 62
7451,TABLE_SHARE,63,,507.91730599287314,507.91736572753405,5.973466090836155e-05,63 -> 53
7455,TABLE_SHARE,63,,507.91730599287314,507.91738756649755,8.157362441352234e-05,63 -> 72
7452,TABLE_SHARE,63,,507.91730599287314,507.9173940763255,8.808345234001536e-05,63 -> 52
7449,TABLE_SHARE,63,,507.91730599287314,507.917405980423,9.998754984508196e-05,63 -> 54
7461,JOIN_REQUEST,71,,507.9174320115905,507.9175087737467,7.67621561976739e-05,71 -> 72
7464,JOIN_REQUEST,71,,507.91777423841194,507.91785100056813,7.67621561976739e-05,71 -> 72
7463,NETWORK_REQUEST,72,,507.9175087737467,507.9180766347148,0.0005678609680899172,72 -> 63 -> 74 -> 65 -> 56 -> 37 -> 28
7468,JOIN_REQUEST,24,,507.9624680451357,507.9625263532768,5.8308141092311416e-05,24 -> 23
7469,NETWORK_REQUEST,23,,507.9625263532768,507.96338982902046,0.0008634757436425389,23 -> 22 -> 31 -> 42 -> 52 -> 63 -> 74 -> 65 -> 56 -> 37 -> 28
7473,TABLE_SHARE,95,,508.6719855665399,508.67205918155724,7.361501735658749e-05,95 -> 96
7471,TABLE_SHARE,95,,508.6719855665399,508.6720666678268,8.110128692351282e-05,95 -> 85
